"locus_tag","gene","protein_id","kegg_id_kegg","kegg_id_eggnog","kegg_id_koala","dbcan_family","cayman_family","kegg_consensus"
"I5Q86_04780",NA,"QQQ94100.1",NA,"K01811","K01811","GH31_4","GH31","K01811"
"I5Q86_04785",NA,"QQQ94101.1","K25675","K17320","K17320",NA,NA,"K17320"
"I5Q86_04790",NA,"QQQ94102.1",NA,"K17319","K17319",NA,NA,"K17319"
"I5Q86_04795",NA,"QQQ94103.1","K17318","K17318","K17318",NA,NA,"K17318"
"I5Q86_04800",NA,"QQQ94104.1","K07720","K07720","K07720",NA,NA,"K07720"
"I5Q86_04805",NA,"QQQ94105.1",NA,"K07718","K07718",NA,NA,"K07718"
"I5Q86_04810",NA,"QQQ94106.1","K27000","K27000","K27000",NA,NA,"K27000"
"I5Q86_04815","rlmB","QQQ94107.1","K03218","K03218","K03218",NA,NA,"K03218"
"I5Q86_04820",NA,"QQQ94108.1","K11145","K11145","K11145",NA,NA,"K11145"
"I5Q86_04825",NA,"QQQ94109.1","K01883","K01883","K01883",NA,NA,"K01883"
"I5Q86_04830","cysE","QQQ94110.1","K00640","K00640","K00640",NA,NA,"K00640"
"I5Q86_04835",NA,"QQQ94111.1",NA,"K03406,K21021,K21084",NA,NA,NA,"K03406,K21021,K21084"
"I5Q86_04840",NA,"QQQ94112.1",NA,NA,NA,NA,NA,NA
"I5Q86_04845",NA,"QQQ94113.1",NA,"K02482,K07814,K10125,K20965,K20966,K21024,K21084,K21088",NA,NA,NA,"K02482,K07814,K10125,K20965,K20966,K21024,K21084,K21088"
"I5Q86_04850","gdhA","QQQ94114.1","K00262","K00262","K00262",NA,NA,"K00262"
"I5Q86_04855",NA,"QQQ94115.1",NA,"K06158",NA,NA,NA,"K06158"
"I5Q86_04860",NA,"QQQ94116.1","K01770","K01770","K01770",NA,NA,"K01770"
"I5Q86_04865",NA,"QQQ94117.1","K17686","K17686","K17686",NA,NA,"K17686"
"I5Q86_04865",NA,"QQQ94117.1","K17686","K17686","K01533",NA,NA,"K17686"
"I5Q86_04865",NA,"QQQ94117.1","K17686","K17686","K07213",NA,NA,"K17686"
"I5Q86_04870",NA,"QQQ94118.1","K21600","K21600",NA,NA,NA,"K21600"
"I5Q86_04875",NA,"QQQ94119.1",NA,NA,NA,NA,NA,NA
"I5Q86_04880",NA,"QQQ94120.1","K07238","K07238","K07238",NA,NA,"K07238"
"I5Q86_04895",NA,"QQQ94121.1",NA,NA,NA,NA,NA,NA
"I5Q86_04900",NA,"QQQ94122.1","K13653","K13653","K13653",NA,NA,"K13653"
"I5Q86_04905",NA,"QQQ94123.1","K00784","K00784","K00784",NA,NA,"K00784"
"I5Q86_04910",NA,"QQQ94124.1",NA,NA,NA,NA,NA,NA
"I5Q86_04915",NA,"QQQ94125.1",NA,"K00853,K00854,K25031",NA,NA,NA,"K00853,K00854,K25031"
"I5Q86_04920",NA,"QQQ95437.1","K03077","K03077","K03077",NA,NA,"K03077"
"I5Q86_04925",NA,"QQQ94126.1","K00853","K00853","K00853",NA,NA,"K00853"
"I5Q86_04930",NA,"QQQ94127.1","K02103","K02103","K02103",NA,NA,"K02103"
"I5Q86_04935",NA,"QQQ94128.1",NA,NA,NA,NA,NA,NA
"I5Q86_04940",NA,"QQQ94129.1",NA,NA,NA,NA,NA,NA
"I5Q86_04945",NA,"QQQ94130.1","K03826","K03826","K03826",NA,NA,"K03826"
"I5Q86_04950",NA,"QQQ94131.1",NA,"K21310",NA,NA,NA,"K21310"
"I5Q86_04955",NA,"QQQ94132.1",NA,NA,NA,NA,NA,NA
"I5Q86_04960",NA,"QQQ94133.1","K09707","K09707","K09707",NA,NA,"K09707"
"I5Q86_04965",NA,"QQQ94134.1",NA,"K01759",NA,NA,NA,"K01759"
"I5Q86_04970",NA,"QQQ95438.1",NA,NA,NA,NA,NA,NA
"I5Q86_04975",NA,"QQQ94135.1",NA,NA,NA,NA,NA,NA
"I5Q86_04980",NA,"QQQ94136.1","K25290","K25290","K25290",NA,NA,"K25290"
"I5Q86_04980",NA,"QQQ94136.1","K25290","K25290","K02013",NA,NA,"K25290"
"I5Q86_04985",NA,"QQQ94137.1","K25289","K25289","K25289",NA,NA,"K25289"
"I5Q86_04990",NA,"QQQ94138.1","K25288","K25288",NA,NA,NA,"K25288"
"I5Q86_04995",NA,"QQQ94139.1","K25308","K25308","K25308",NA,NA,"K25308"
"I5Q86_05000",NA,"QQQ94140.1",NA,"K05372,K07506,K12243",NA,NA,NA,"K05372,K07506,K12243"
"I5Q86_05005",NA,"QQQ94141.1",NA,"K02435,K03827,K06950",NA,NA,NA,"K02435,K03827,K06950"
"I5Q86_05010",NA,"QQQ94142.1","K19300","K00021,K00897,K10673,K19272,K19274,K19299,K19300",NA,NA,NA,"K00021,K00897,K10673,K19272,K19274,K19299,K19300"
"I5Q86_05015",NA,"QQQ94143.1",NA,"K18815","K18815",NA,NA,"K18815"
"I5Q86_05020",NA,"QQQ94144.1","K03574","K03574,K06928",NA,NA,NA,"K03574,K06928"
"I5Q86_05025",NA,"QQQ94145.1",NA,NA,NA,NA,NA,NA
"I5Q86_05030",NA,"QQQ94146.1",NA,NA,NA,NA,NA,NA
"I5Q86_05035",NA,"QQQ94147.1","K06889","K06889",NA,NA,NA,"K06889"
"I5Q86_05040",NA,"QQQ94148.1",NA,"K00836,K08217","K08217",NA,NA,"K08217"
"I5Q86_05045",NA,"QQQ94149.1",NA,NA,NA,NA,NA,NA
"I5Q86_05055",NA,"QQQ94150.1","K24012","K24012","K24012",NA,NA,"K24012"
"I5Q86_05060",NA,"QQQ94151.1","K00177","K00177","K00177",NA,NA,"K00177"
"I5Q86_05065",NA,"QQQ94152.1","K00175","K00175",NA,NA,NA,"K00175"
"I5Q86_05070","vorB","QQQ94153.1","K00174","K00174","K00174",NA,NA,"K00174"
"I5Q86_05075",NA,"QQQ94154.1",NA,"K00176","K00176",NA,NA,"K00176"
"I5Q86_05080",NA,"QQQ94155.1","K26602","K26602","K26602",NA,NA,"K26602"
"I5Q86_05085",NA,"QQQ94156.1",NA,"K00261",NA,NA,NA,"K00261"
"I5Q86_05090",NA,"QQQ94157.1",NA,"K19333",NA,NA,NA,"K19333"
"I5Q86_05095",NA,"QQQ94158.1",NA,NA,NA,NA,NA,NA
"I5Q86_05100",NA,"QQQ94159.1","K21600","K21600","K21600",NA,NA,"K21600"
"I5Q86_05105",NA,"QQQ94160.1",NA,NA,NA,NA,NA,NA
"I5Q86_05110",NA,"QQQ94161.1","K02032","K02032",NA,NA,NA,"K02032"
"I5Q86_05115",NA,"QQQ94162.1",NA,"K02031",NA,NA,NA,"K02031"
"I5Q86_05120",NA,"QQQ94163.1","K02034","K02034",NA,NA,NA,"K02034"
"I5Q86_05125",NA,"QQQ94164.1","K02033","K02033","K02033",NA,NA,"K02033"
"I5Q86_05130",NA,"QQQ94165.1","K02035","K02035","K02035",NA,NA,"K02035"
"I5Q86_05155",NA,"QQQ94166.1","K27259","K07720","K07720",NA,NA,"K07720"
"I5Q86_05160",NA,"QQQ94167.1",NA,"K07718","K07718",NA,NA,"K07718"
"I5Q86_05165",NA,"QQQ94168.1",NA,"K10117","K10117",NA,NA,"K10117"
"I5Q86_05170",NA,"QQQ94169.1","K26141","K27344",NA,NA,NA,"K27344"
"I5Q86_05180",NA,"QQQ94170.1",NA,"K11690,K21393",NA,NA,NA,"K11690,K21393"
"I5Q86_05190",NA,"QQQ94171.1","K01952","K01952","K01952",NA,NA,"K01952"
"I5Q86_05195",NA,"QQQ94172.1",NA,"K02429,K05548,K06141,K08174,K08175,K08369,K18567,K19576,K19577,K26745",NA,NA,NA,"K02429,K05548,K06141,K08174,K08175,K08369,K18567,K19576,K19577,K26745"
"I5Q86_05200",NA,"QQQ94173.1",NA,"K11921,K21703,K21711,K21900",NA,NA,NA,"K11921,K21703,K21711,K21900"
"I5Q86_05205",NA,"QQQ94174.1","K02032","K02032",NA,NA,NA,"K02032"
"I5Q86_05210",NA,"QQQ94175.1",NA,"K02031",NA,NA,NA,"K02031"
"I5Q86_05215",NA,"QQQ94176.1","K02035","K02035","K02035",NA,NA,"K02035"
"I5Q86_05220",NA,"QQQ94177.1","K02034","K02034","K02034",NA,NA,"K02034"
"I5Q86_05225",NA,"QQQ94178.1","K02033","K02033","K02033",NA,NA,"K02033"
"I5Q86_05230",NA,"QQQ94179.1","K15784","K06987","K06987",NA,NA,"K06987"
"I5Q86_05235",NA,"QQQ94180.1","K05929","K07755",NA,NA,NA,"K07755"
"I5Q86_05240",NA,"QQQ94181.1","K09022","K09022","K09022",NA,NA,"K09022"
"I5Q86_05245",NA,"QQQ94182.1","K10844","K10844","K10844",NA,NA,"K10844"
"I5Q86_05250",NA,"QQQ94183.1",NA,"K02784",NA,NA,NA,"K02784"
"I5Q86_05255",NA,"QQQ94184.1","K03593","K03593","K03593",NA,NA,"K03593"
"I5Q86_05260",NA,"QQQ94185.1","K21600","K21600","K21600",NA,NA,"K21600"
"I5Q86_05265",NA,"QQQ94186.1",NA,NA,NA,NA,NA,NA
"I5Q86_05270",NA,"QQQ94187.1","K03816","K03816","K03816",NA,NA,"K03816"
"I5Q86_05275",NA,"QQQ94188.1",NA,NA,NA,NA,NA,NA
"I5Q86_05280",NA,"QQQ94189.1",NA,"K00657,K03789,K21469",NA,NA,NA,"K00657,K03789,K21469"
"I5Q86_05285",NA,"QQQ94190.1",NA,NA,NA,NA,NA,NA
"I5Q86_05290",NA,"QQQ94191.1","K02346","K02346","K02346",NA,NA,"K02346"
"I5Q86_05295",NA,"QQQ94192.1","K07098","K07098","K07098",NA,NA,"K07098"
"I5Q86_05300",NA,"QQQ95439.1",NA,"K11717",NA,NA,NA,"K11717"
"I5Q86_05305","selD","QQQ94193.1","K01008","K01008","K01008",NA,NA,"K01008"
"I5Q86_05310","xth","QQQ94194.1","K01142","K01142","K01142",NA,NA,"K01142"
"I5Q86_05315",NA,"QQQ94195.1",NA,"K03649",NA,NA,NA,"K03649"
"I5Q86_05320",NA,"QQQ94196.1",NA,"K00764","K00764",NA,NA,"K00764"
"I5Q86_05325",NA,"QQQ94197.1",NA,NA,NA,NA,NA,NA
"I5Q86_05330",NA,"QQQ94198.1",NA,NA,NA,NA,NA,NA
"I5Q86_05335",NA,"QQQ94199.1",NA,NA,NA,NA,NA,NA
"I5Q86_05340",NA,"QQQ94200.1",NA,NA,NA,NA,NA,NA
"I5Q86_05345",NA,"QQQ94201.1",NA,"K03340","K03340",NA,NA,"K03340"
"I5Q86_05350",NA,"QQQ94202.1","K03308","K03308","K03308",NA,NA,"K03308"
"I5Q86_05355",NA,"QQQ94203.1",NA,NA,NA,NA,NA,NA
"I5Q86_05360",NA,"QQQ95440.1",NA,"K00852",NA,NA,NA,"K00852"
"I5Q86_05365",NA,"QQQ94204.1",NA,NA,NA,NA,NA,NA
"I5Q86_05370",NA,"QQQ94205.1","K00008","K00008","K00008",NA,NA,"K00008"
"I5Q86_05375",NA,"QQQ94206.1","K00602","K00602","K00602",NA,NA,"K00602"
"I5Q86_05380",NA,"QQQ94207.1",NA,"K11176","K11176",NA,NA,"K11176"
"I5Q86_05385",NA,"QQQ94208.1","K06969","K06969","K06969",NA,NA,"K06969"
"I5Q86_05390",NA,"QQQ94209.1",NA,"K07729",NA,NA,NA,"K07729"
"I5Q86_05395",NA,"QQQ94210.1",NA,NA,NA,NA,NA,NA
"I5Q86_05400",NA,"QQQ94211.1","K01265","K01265","K01265",NA,NA,"K01265"
"I5Q86_05405",NA,"QQQ94212.1",NA,NA,NA,NA,NA,NA
"I5Q86_05410",NA,"QQQ94213.1",NA,"K01951",NA,NA,NA,"K01951"
"I5Q86_05415",NA,"QQQ94214.1",NA,NA,NA,NA,NA,NA
"I5Q86_05420",NA,"QQQ94215.1",NA,NA,NA,NA,NA,NA
"I5Q86_05425",NA,"QQQ94216.1",NA,"K00945",NA,NA,NA,"K00945"
"I5Q86_05430",NA,"QQQ94217.1",NA,NA,NA,NA,NA,NA
"I5Q86_05435",NA,"QQQ94218.1",NA,"K03637,K03831,K07402",NA,NA,NA,"K03637,K03831,K07402"
"I5Q86_05440","moaA","QQQ94219.1","K03639","K03639","K03639",NA,NA,"K03639"
"I5Q86_05445",NA,"QQQ94220.1",NA,NA,NA,NA,NA,NA
"I5Q86_05450",NA,"QQQ94221.1",NA,NA,NA,NA,NA,NA
"I5Q86_05455","ilvB","QQQ94222.1","K01652","K01652","K01652",NA,NA,"K01652"
"I5Q86_05460","ilvN","QQQ94223.1",NA,"K01653","K01653",NA,NA,"K01653"
"I5Q86_05465",NA,"QQQ94224.1",NA,"K21084",NA,NA,NA,"K21084"
"I5Q86_05470",NA,"QQQ94225.1",NA,NA,NA,NA,NA,NA
"I5Q86_05475",NA,"QQQ95441.1",NA,"K01462","K01462",NA,NA,"K01462"
"I5Q86_05480",NA,"QQQ94226.1","K07729","K01462","K07729",NA,NA,"K07729"
"I5Q86_05505",NA,"QQQ95442.1",NA,NA,NA,NA,NA,NA
"I5Q86_05510",NA,"QQQ94227.1","K13653","K13653","K13653",NA,NA,"K13653"
"I5Q86_05515",NA,"QQQ94228.1",NA,"K19575",NA,NA,NA,"K19575"
"I5Q86_05520",NA,"QQQ95443.1","K01990","K01990","K01990",NA,NA,"K01990"
"I5Q86_05525",NA,"QQQ94229.1","K01992","K01992",NA,NA,NA,"K01992"
"I5Q86_05530","ltrA","QQQ94230.1",NA,"K00986","K00986",NA,NA,"K00986"
"I5Q86_05535",NA,"QQQ94231.1",NA,NA,NA,NA,NA,NA
"I5Q86_05540",NA,"QQQ94232.1",NA,NA,NA,NA,NA,NA
"I5Q86_05545",NA,"QQQ94233.1",NA,"K20488",NA,NA,NA,"K20488"
"I5Q86_05550",NA,"QQQ94234.1",NA,NA,NA,NA,NA,NA
"I5Q86_05555",NA,"QQQ94235.1","K01208","K01187",NA,"CBM34","CBM34","K01187"
"I5Q86_05555",NA,"QQQ94235.1","K01208","K01187",NA,"CBM34","GH13","K01187"
"I5Q86_05560","ftsH","QQQ94236.1","K03798","K03798","K03798",NA,NA,"K03798"
"I5Q86_05565","hpt","QQQ94237.1","K00760","K00760","K00760",NA,NA,"K00760"
"I5Q86_05570","tilS","QQQ95444.1","K04075","K04075","K04075",NA,NA,"K04075"
"I5Q86_05575",NA,"QQQ94238.1","K06382","K06382","K06382",NA,NA,"K06382"
"I5Q86_05580",NA,"QQQ94239.1",NA,"K13052",NA,NA,NA,"K13052"
"I5Q86_05585",NA,"QQQ94240.1",NA,NA,NA,NA,NA,NA
"I5Q86_05590","yabP","QQQ94241.1",NA,NA,NA,NA,NA,NA
"I5Q86_05595",NA,"QQQ94242.1",NA,"K04762","K04762",NA,NA,"K04762"
"I5Q86_05600",NA,"QQQ94243.1","K03530","K03530","K03530",NA,NA,"K03530"
"I5Q86_05605",NA,"QQQ94244.1","K01835","K01835","K01835",NA,NA,"K01835"
"I5Q86_05610",NA,"QQQ94245.1",NA,NA,NA,NA,NA,NA
"I5Q86_05615",NA,"QQQ94246.1","K00974","K00974","K00974",NA,NA,"K00974"
"I5Q86_05615",NA,"QQQ94246.1","K00974","K00974","K00970",NA,NA,"K00974"
"I5Q86_05620",NA,"QQQ94247.1","K01881","K01881","K01881",NA,NA,"K01881"
"I5Q86_05625",NA,"QQQ94248.1","K01493","K01493","K01493",NA,NA,"K01493"
"I5Q86_05630","upp","QQQ94249.1","K00761","K00761","K00761",NA,NA,"K00761"
"I5Q86_05635","rpiB","QQQ94250.1","K01808","K01808","K01808",NA,NA,"K01808"
"I5Q86_05640",NA,"QQQ95445.1","K07566","K07566","K07566",NA,NA,"K07566"
"I5Q86_05645",NA,"QQQ94251.1","K01448","K01448","K01448",NA,NA,"K01448"
"I5Q86_05655",NA,"QQQ94252.1",NA,NA,NA,NA,NA,NA
"I5Q86_05660",NA,"QQQ94253.1",NA,"K13730",NA,"GH18","GH18","K13730"
"I5Q86_05665",NA,"QQQ94254.1",NA,NA,NA,NA,NA,NA
"I5Q86_05670",NA,"QQQ94255.1","K16511","K16511","K16511",NA,NA,"K16511"
"I5Q86_05675",NA,"QQQ94256.1",NA,NA,NA,NA,NA,NA
"I5Q86_05680",NA,"QQQ94257.1",NA,"K02572,K16886",NA,NA,NA,"K02572,K16886"
"I5Q86_05685",NA,"QQQ94258.1",NA,"K22491",NA,NA,NA,"K22491"
"I5Q86_05690",NA,"QQQ95446.1",NA,NA,NA,NA,NA,NA
"I5Q86_05700",NA,"QQQ94259.1","K09936","K09936","K09936",NA,NA,"K09936"
"I5Q86_05710",NA,"QQQ94260.1","K00821","K00821","K00821",NA,NA,"K00821"
"I5Q86_05715","argB","QQQ94261.1","K00930","K00930","K00930",NA,NA,"K00930"
"I5Q86_05720","argJ","QQQ94262.1","K00620","K00620","K00620",NA,NA,"K00620"
"I5Q86_05725",NA,"QQQ94263.1","K00145","K00145","K00145",NA,NA,"K00145"
"I5Q86_05730",NA,"QQQ94264.1","K01940","K01940","K01940",NA,NA,"K01940"
"I5Q86_05740",NA,"QQQ94265.1","K21636","K21636","K21636",NA,NA,"K21636"
"I5Q86_05745","hflX","QQQ94266.1","K03665","K03665","K03665",NA,NA,"K03665"
"I5Q86_05750",NA,"QQQ94267.1",NA,"K05989","K05989","CBM67","CBM67","K05989"
"I5Q86_05750",NA,"QQQ94267.1",NA,"K05989","K05989","CBM67","GH78","K05989"
"I5Q86_05765",NA,"QQQ94268.1",NA,"K07729","K07729",NA,NA,"K07729"
"I5Q86_05770",NA,"QQQ94269.1",NA,NA,NA,NA,NA,NA
"I5Q86_05775",NA,"QQQ95447.1",NA,"K14059",NA,NA,NA,"K14059"
"I5Q86_05780",NA,"QQQ94270.1",NA,NA,NA,NA,NA,NA
"I5Q86_05785",NA,"QQQ94271.1","K03431","K03431","K03431",NA,NA,"K03431"
"I5Q86_05790",NA,"QQQ94272.1",NA,"K00963,K01928",NA,NA,NA,"K00963,K01928"
"I5Q86_05800",NA,"QQQ94273.1",NA,NA,NA,NA,NA,NA
"I5Q86_05805","prfA","QQQ94274.1","K02835","K02835","K02835",NA,NA,"K02835"
"I5Q86_05810","prmC","QQQ94275.1","K02493","K02493","K02493",NA,NA,"K02493"
"I5Q86_05815",NA,"QQQ94276.1",NA,NA,NA,NA,NA,NA
"I5Q86_05820","rpmE","QQQ94277.1","K02909","K02909","K02909",NA,NA,"K02909"
"I5Q86_05825","rho","QQQ94278.1","K03628","K03628","K03628",NA,NA,"K03628"
"I5Q86_05830",NA,"QQQ94279.1","K01759","K01759","K01759",NA,NA,"K01759"
"I5Q86_05835","clpX","QQQ94280.1","K03544","K03544","K03544",NA,NA,"K03544"
"I5Q86_05840",NA,"QQQ94281.1","K04771","K04771",NA,NA,NA,"K04771"
"I5Q86_05845","glmS","QQQ94282.1","K00820","K00820","K00820",NA,NA,"K00820"
"I5Q86_05850",NA,"QQQ94283.1","K12992","K12992,K25205",NA,"GT2","GT2","K12992,K25205"
"I5Q86_05855",NA,"QQQ94284.1","K01005","K01005","K01005",NA,NA,"K01005"
"I5Q86_05860",NA,"QQQ94285.1","K03606",NA,NA,NA,NA,"K03606"
"I5Q86_05865",NA,"QQQ94286.1","K00891","K00891","K00891",NA,NA,"K00891"
"I5Q86_05870",NA,"QQQ94287.1","K21739","K21739","K21739",NA,NA,"K21739"
"I5Q86_05875",NA,"QQQ94288.1",NA,NA,NA,NA,NA,NA
"I5Q86_05880",NA,"QQQ95448.1",NA,"K02574",NA,NA,NA,"K02574"
"I5Q86_05885",NA,"QQQ94289.1",NA,NA,NA,NA,NA,NA
"I5Q86_05890",NA,"QQQ95449.1",NA,NA,NA,NA,NA,NA
"I5Q86_05895",NA,"QQQ94290.1","K00004","K00008",NA,NA,NA,"K00008"
"I5Q86_05900",NA,"QQQ94291.1",NA,"K02565",NA,NA,NA,"K02565"
"I5Q86_05905",NA,"QQQ94292.1",NA,"K02482,K02491,K03406,K11525,K11527,K13532,K13533,K21021,K21084",NA,NA,NA,"K02482,K02491,K03406,K11525,K11527,K13532,K13533,K21021,K21084"
"I5Q86_05910",NA,"QQQ94293.1",NA,NA,NA,NA,NA,NA
"I5Q86_05915",NA,"QQQ94294.1",NA,NA,NA,NA,NA,NA
"I5Q86_05920",NA,"QQQ94295.1",NA,"K11527","K11527",NA,NA,"K11527"
"I5Q86_05925",NA,"QQQ94296.1",NA,"K10914",NA,NA,NA,"K10914"
"I5Q86_05930",NA,"QQQ94297.1",NA,NA,NA,NA,NA,NA
"I5Q86_05940",NA,"QQQ94298.1",NA,NA,NA,NA,NA,NA
"I5Q86_05945",NA,"QQQ94299.1",NA,"K02565",NA,NA,NA,"K02565"
"I5Q86_05950",NA,"QQQ94300.1",NA,NA,NA,NA,NA,NA
"I5Q86_05955",NA,"QQQ94301.1",NA,"K01209",NA,"GH120","GH120","K01209"
"I5Q86_05955",NA,"QQQ94301.1",NA,"K01209",NA,"GH120","GH120","K01209"
"I5Q86_05960",NA,"QQQ94302.1",NA,"K20965,K21024",NA,NA,NA,"K20965,K21024"
"I5Q86_05965",NA,"QQQ94303.1",NA,NA,NA,NA,NA,NA
"I5Q86_05970",NA,"QQQ94304.1",NA,"K02004",NA,NA,NA,"K02004"
"I5Q86_05975",NA,"QQQ94305.1","K06897","K06897","K06897",NA,NA,"K06897"
"I5Q86_05980",NA,"QQQ94306.1",NA,NA,NA,NA,NA,NA
"I5Q86_05985",NA,"QQQ94307.1",NA,"K22900",NA,NA,NA,"K22900"
"I5Q86_05990",NA,"QQQ94308.1","K02431","K02431","K02431",NA,NA,"K02431"
"I5Q86_05995",NA,"QQQ94309.1","K01628","K01628","K01628",NA,NA,"K01628"
"I5Q86_06000",NA,"QQQ94310.1","K00848","K00848","K00848",NA,NA,"K00848"
"I5Q86_06005",NA,"QQQ94311.1","K01818","K01818","K01818",NA,NA,"K01818"
"I5Q86_06010",NA,"QQQ94312.1",NA,"K01198,K18954",NA,NA,NA,"K01198,K18954"
"I5Q86_06015",NA,"QQQ94313.1","K01897","K01897","K01897",NA,NA,"K01897"
"I5Q86_06020",NA,"QQQ94314.1",NA,"K02078","K02078",NA,NA,"K02078"
"I5Q86_06025",NA,"QQQ94315.1",NA,"K02364,K15653",NA,NA,NA,"K02364,K15653"
"I5Q86_06030",NA,"QQQ94316.1","K06889","K06889","K06889",NA,NA,"K06889"
"I5Q86_06035",NA,"QQQ94317.1",NA,NA,NA,NA,NA,NA
"I5Q86_06040",NA,"QQQ94318.1",NA,"K21962",NA,NA,NA,"K21962"
"I5Q86_06045",NA,"QQQ94319.1","K15256","K15256","K15256",NA,NA,"K15256"
"I5Q86_06050",NA,"QQQ94320.1","K21745","K21745","K21745",NA,NA,"K21745"
"I5Q86_06055",NA,"QQQ94321.1",NA,"K03292","K03292",NA,NA,"K03292"
"I5Q86_06060",NA,"QQQ94322.1","K01816","K01816","K01816",NA,NA,"K01816"
"I5Q86_06065","iolG","QQQ94323.1","K00010","K00010","K00010","GH188",NA,"K00010"
"I5Q86_06070",NA,"QQQ95450.1","K02529","K02529",NA,NA,NA,"K02529"
"I5Q86_06075",NA,"QQQ94324.1",NA,"K26937","K26937",NA,NA,"K26937"
"I5Q86_06080",NA,"QQQ95451.1","K01186","K01186",NA,"CBM40","CBM40","K01186"
"I5Q86_06080",NA,"QQQ95451.1","K01186","K01186",NA,"CBM40","GH33","K01186"
"I5Q86_06085",NA,"QQQ94325.1",NA,"K18067",NA,"GH188",NA,"K18067"
"I5Q86_06090",NA,"QQQ94326.1","K02026","K02026","K02026",NA,NA,"K02026"
"I5Q86_06095",NA,"QQQ94327.1","K02025","K02025","K02025",NA,NA,"K02025"
"I5Q86_06100",NA,"QQQ94328.1","K02027","K02027","K02027",NA,NA,"K02027"
"I5Q86_06105",NA,"QQQ94329.1","K03490","K03490",NA,NA,NA,"K03490"
"I5Q86_06110",NA,"QQQ94330.1",NA,"K12112,K19334","K19334",NA,NA,"K19334"
"I5Q86_06115",NA,"QQQ94331.1",NA,"K01206,K10804",NA,NA,NA,"K01206,K10804"
"I5Q86_06120",NA,"QQQ94332.1",NA,NA,NA,NA,NA,NA
"I5Q86_06125",NA,"QQQ94333.1","K04651","K04651","K04651",NA,NA,"K04651"
"I5Q86_06130",NA,"QQQ94334.1",NA,"K00266,K00335,K03388,K12527,K15022",NA,NA,NA,"K00266,K00335,K03388,K12527,K15022"
"I5Q86_06135","hypB","QQQ94335.1","K04652","K04652","K04652",NA,NA,"K04652"
"I5Q86_06145",NA,"QQQ94336.1",NA,NA,NA,NA,NA,NA
"I5Q86_06150",NA,"QQQ94337.1",NA,NA,NA,NA,NA,NA
"I5Q86_06155",NA,"QQQ94338.1",NA,NA,NA,NA,NA,NA
"I5Q86_06170",NA,"QQQ94339.1","K00865","K00865","K00865",NA,NA,"K00865"
"I5Q86_06175",NA,"QQQ94340.1","K02647","K02647","K02647",NA,NA,"K02647"
"I5Q86_06180",NA,"QQQ94341.1","K07025","K07025",NA,NA,NA,"K07025"
"I5Q86_06185",NA,"QQQ94342.1",NA,NA,NA,NA,NA,NA
"I5Q86_06190",NA,"QQQ94343.1","K00525","K00525","K00525",NA,NA,"K00525"
"I5Q86_06195",NA,"QQQ94344.1",NA,NA,NA,NA,NA,NA
"I5Q86_06200",NA,"QQQ94345.1","K01685","K01685","K01685",NA,NA,"K01685"
"I5Q86_06205",NA,"QQQ94346.1",NA,"K00041","K00041",NA,NA,"K00041"
"I5Q86_06210",NA,"QQQ94347.1",NA,NA,NA,NA,NA,NA
"I5Q86_06215",NA,"QQQ94348.1","K23007","K00004,K00008,K00060,K08322,K23005,K23007",NA,NA,NA,"K00004,K00008,K00060,K08322,K23005,K23007"
"I5Q86_06220",NA,"QQQ94349.1","K03299","K03299","K03299",NA,NA,"K03299"
"I5Q86_06225",NA,"QQQ94350.1",NA,NA,NA,NA,NA,NA
"I5Q86_06230",NA,"QQQ94351.1","K26937","K26937",NA,NA,NA,"K26937"
"I5Q86_06235",NA,"QQQ94352.1","K00661","K00661","K00633",NA,NA,"K00661"
"I5Q86_06235",NA,"QQQ94352.1","K00661","K00661","K00661",NA,NA,"K00661"
"I5Q86_06240",NA,"QQQ94353.1",NA,"K18954",NA,NA,NA,"K18954"
"I5Q86_06250",NA,"QQQ94354.1","K05592","K05592",NA,NA,NA,"K05592"
"I5Q86_06255",NA,"QQQ94355.1",NA,"K03292",NA,NA,NA,"K03292"
"I5Q86_06260",NA,"QQQ94356.1",NA,NA,NA,NA,NA,NA
"I5Q86_06265",NA,"QQQ94357.1","K26937","K26937","K26937",NA,NA,"K26937"
"I5Q86_06270",NA,"QQQ94358.1",NA,NA,NA,NA,NA,NA
"I5Q86_06275",NA,"QQQ94359.1","K09927","K09927","K09927",NA,NA,"K09927"
"I5Q86_06280",NA,"QQQ94360.1",NA,"K01163",NA,NA,NA,"K01163"
"I5Q86_06285",NA,"QQQ94361.1",NA,NA,NA,NA,NA,NA
"I5Q86_06290",NA,"QQQ94362.1","K25154","K25154","K25154",NA,NA,"K25154"
"I5Q86_06295",NA,"QQQ94363.1",NA,"K25155","K25155",NA,NA,"K25155"
"I5Q86_06300",NA,"QQQ94364.1","K25156","K25156","K25156",NA,NA,"K25156"
"I5Q86_06305",NA,"QQQ95452.1","K07032","K07032","K07032",NA,NA,"K07032"
"I5Q86_06310",NA,"QQQ94365.1",NA,"K00836,K08217",NA,NA,NA,"K00836,K08217"
"I5Q86_06315",NA,"QQQ94366.1",NA,NA,NA,NA,NA,NA
"I5Q86_06320",NA,"QQQ94367.1","K01246","K01246","K01246",NA,NA,"K01246"
"I5Q86_06330",NA,"QQQ94368.1",NA,"K21453",NA,NA,NA,"K21453"
"I5Q86_06335",NA,"QQQ94369.1",NA,NA,NA,NA,NA,NA
